B_product_id,B_string_raw,B_string,string_similarity,Best_A_strings_raw,Best_A_strings,Best_A_Brand,Best_A_Type,Best_A_Formula
9944,clopastrin 500ml,clopastrin500ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
9962,nitroku optima 15 9 20,nitrokuoptima15920,0.55,NITROPHOSKA 13-10-20,nitrophoska131020,BASF,Majemuk,13-10-20
10626,BIOTRIFOS 500 ML,biotrifos500ml,0.55,MESTIFOS 15-20-0+12S,mestifos1520012s,LaoYing,Majemuk,15-20-0
10994,Metindo sp 250gr,metindosp250gr,0.55,MESTIFOS 15-20-0+12S,mestifos1520012s,LaoYing,Majemuk,15-20-0
11011,NPK pak tani biru 20 kg,npkpaktanibiru20kg,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
11115,andalan 250ml,andalan250ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
11251,curakron 100ml,curakron100ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
11252,curakron 250ml,curakron250ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
13773,Kanton Tavi 500 g,kantontavi500g,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
14050,Besvidor 100ml,besvidor100ml,0.55,MESTIFOS 15-20-0+12S,mestifos1520012s,LaoYing,Majemuk,15-20-0
14927,NPK pak tani Horti 5 kg,npkpaktanihorti5kg,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
15242,NPK Bellarusia 15,npkbellarusia15,0.55,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15
15527,Metindo Sp - 500 gram,metindosp500gram,0.55,MESTIFOS 15-20-0+12S,mestifos1520012s,LaoYing,Majemuk,15-20-0
15632,culakron 100cc,culakron100cc,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
17127,Centathane 1kg,centathane1kg,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
17349,besvidor 100grm,besvidor100grm,0.55,MESTIFOS 15-20-0+12S,mestifos1520012s,LaoYing,Majemuk,15-20-0
17558,Cyperban100ml,cyperban100ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
17585,MKP santagrow 1 kg,mkpsantagrow1kg,0.55,MKP PAK TANI 0-52-32,mkppaktani05232,Pak Tani,Majemuk,0-52-32
18128,nitroku optims 15.9.20,nitrokuoptims15920,0.55,NITROPHOSKA 13-10-20,nitrophoska131020,BASF,Majemuk,13-10-20
18577,Pertifos Ijo50kg,pertifosijo50kg,0.55,MESTIFOS 15-20-0+12S,mestifos1520012s,LaoYing,Majemuk,15-20-0
19170,Metindo SP @400 gr,metindosp400gr,0.55,MESTIFOS 15-20-0+12S,mestifos1520012s,LaoYing,Majemuk,15-20-0
19405,Pupuk Hantu @ 250 ml,pupukhantu250ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
20956,20kg npk pelangi 10 10 10,20kgnpkpelangi101010,0.55,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18
21743,Pupuk Mesti Kisrit 25 kg,pupukmestikisrit25kg,0.55,MestiKisrit,mestikisrit,LaoYing,Mg,NA
22663,CPN merah pak tani @ 1 Kg,cpnmerahpaktani1kg,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
22755,Pupuk Hantu @ 500 ml,pupukhantu500ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
24303,Mahkota Rockphosphate,mahkotarockphosphate,0.55,Mahkota Kieserite,mahkotakieserite,Mahkota,Mg,NA
24364,Meurtiure 100ml,meurtiure100ml,0.55,FERTIGRES  16-20+13S,fertigres162013s,PIHC,Majemuk,16-20-0
27222,NPK Phonska 15-15-15 @25kg,npkphonska15151525kg,0.55,NPK Pusri 15-15-15,npkpusri151515,PIHC,Majemuk,15-15-15
27753,Cabe rabani 10gr,caberabani10gr,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
29136,phosphate bellrus,phosphatebellrus,0.55,Rock Phosphate PETRO,rockphosphatepetro,PIHC,Fosfat,NA
29175,verti grow 500ml,vertigrow500ml,0.55,FERTIGRES  16-20+13S,fertigres162013s,PIHC,Majemuk,16-20-0
29370,Kebomas Kaptan,kebomaskaptan,0.55,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15
29381,Kebomas (Kaptan),kebomaskaptan,0.55,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15
30104,"NPK Fertila 8-15-19-+1+0,2",npkfertila81519102,0.55,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15
30417,Pupuk Za AS @50 Kg,pupukzaas50kg,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
30546,andalan 250 ml,andalan250ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
33283,Fertiphos sp 50 kg hijau,fertiphossp50kghijau,0.55,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA
33326,NPK BLD NS 15-15-15 @50kg,npkbldns15151550kg,0.55,NPK Kebomas 15-15-15,npkkebomas151515,PIHC,Majemuk,15-15-15
33553,"Pipa Quad D 1,5 inc",pipaquadd15inc,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
33729,Kanton Tavi 500g,kantontavi500g,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
33850,Fertiphos sp hijau 50 kg,fertiphossphijau50kg,0.55,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA
34173,curakron 100ml,curakron100ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
34793,NPK Pak Tani Merah 1kg,npkpaktanimerah1kg,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
34858,npk fajar terbit 151515,npkfajarterbit151515,0.55,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15
35879,Kcp Pertiwi 100gr,kcppertiwi100gr,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
35880,Kcp Pertiwi 50gr,kcppertiwi50gr,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
36761,curakron100ml,curakron100ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
37391,Besvidor 200gr,besvidor200gr,0.55,MESTIFOS 15-20-0+12S,mestifos1520012s,LaoYing,Majemuk,15-20-0
37750,bandana 175 btr,bandana175btr,0.55,Pak Tani 15-15-15+TE,paktani151515te,Pak Tani,Majemuk,15-15-15
37801,Wettafol 500ml,wettafol500ml,0.55,MESTIFOS 15-20-0+12S,mestifos1520012s,LaoYing,Majemuk,15-20-0
39683,Verti grow @500ml,vertigrow500ml,0.55,FERTIGRES  16-20+13S,fertigres162013s,PIHC,Majemuk,16-20-0
39746,andalan 100ml,andalan100ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
40838,centhatane 1kg,centhatane1kg,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
41159,BAKAR 150 SL @ 1 LTR,bakar150sl1ltr,0.55,Pak Tani 15-15-15+TE,paktani151515te,Pak Tani,Majemuk,15-15-15
41207,"Pakan Ayam ""Sinta""",pakanayamsinta,0.55,Pak Tani 15-15-15+TE,paktani151515te,Pak Tani,Majemuk,15-15-15
41522,pupuk phoska plus 15.15,pupukphoskaplus1515,0.55,NITROPHOSKA 15-15-15,nitrophoska151515,BASF,Majemuk,15-15-15
42492,"besvidor,100gr",besvidor100gr,0.55,MESTIFOS 15-20-0+12S,mestifos1520012s,LaoYing,Majemuk,15-20-0
42524,cyperban 100ml,cyperban100ml,0.55,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15
42840,pupuk mutiara 16 16 50kg,pupukmutiara161650kg,0.55,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16
562,urea non sub,ureanonsub,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
3545,tesaplikasi,tesaplikasi,0.5454545455,Mestikali,mestikali,LaoYing,Kalium,NA
3776,pupuk mitrea,pupukmitrea,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
4661,Kampak sawit,kampaksawit,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
4764,Sp36 HSP,sp36hsp,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
4914,SP 26 @25 Kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
4952,ZA CAP DAUN,zacapdaun,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
5090,ZA Tawon Hijau 50 Kg,zatawonhijau50kg,0.5454545455,CAP TAWON 12-12-17-2Mg,captawon1212172mg,Tawon,Majemuk,12-12-17
5139,ZA LAO YING,zalaoying,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
5248,sp 26 50kg,sp2650kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
5249,sp26 -25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
5308,PAKU NIT,pakunit,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
5406,Sp26 25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
5569,Yara mila complex 50kg,yaramilacomplex50kg,0.5454545455,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7
6103,Spuyet,spuyet,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
6125,sp36 50kg,sp3650kg,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
6132,Sp26 50kg,sp2650kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
6258,Sp 36 Non,sp36non,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
6389,Petro nitrat,petronitrat,0.5454545455,Petro-CAS,petrocas,PIHC,Mikro,NA
6470,Green Tama,greentama,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
6563,Petronitrat,petronitrat,0.5454545455,Petro-CAS,petrocas,PIHC,Mikro,NA
6618,abaktin 1L,abaktin1l,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
6777,sp 26 @ 25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
6794,Sp 26 @50kg,sp2650kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
6795,Sp26 @25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
6796,Sp26 @50kg,sp2650kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
6946,racikan,racikan,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
6985,sp 26  .25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
7045,sp26@25,sp2625,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
7126,sp26 3kg,sp263kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
7201,SP 26 50,sp2650,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
7689,fertifos iji,fertifosiji,0.5454545455,Fertiphos,fertiphos,Pak Tani,Fosfat,NA
7987,Sp26 25,sp2625,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
7995,Regent Red,regentred,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
8313,Nitrea 5kilo,nitrea5kilo,0.5454545455,Nitralite,nitralite,PIHC,Nitrogen,NA
8324,Za laoying,zalaoying,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
8458,Za laoying,zalaoying,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
8538,makroni,makroni,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
9064,Rojo tani,rojotani,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
9142,urea pril daun buah kaltim,ureaprildaunbuahkaltim,0.5454545455,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
9441,Mata bor besi 12ml,mataborbesi12ml,0.5454545455,CAP TAWON 12-12-17-2Mg,captawon1212172mg,Tawon,Majemuk,12-12-17
9667,Jex antine plastik,jexantineplastik,0.5454545455,Jeranti 18-10-14+2S+TE,jeranti1810142ste,PIHC,Majemuk,18-10-14
10002,ABAKTIN 1 L,abaktin1l,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
10999,Kanita,kanita,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
11124,PARADE TAVI,paradetavi,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
11127,NPK cap kepalasapi 16.16.16,npkcapkepalasapi161616,0.5454545455,NPK Pusri 16-16-16,npkpusri161616,PIHC,Majemuk,16-16-16
11325,indotani,indotani,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
11664,Fertifos ijo,fertifosijo,0.5454545455,Fertiphos,fertiphos,Pak Tani,Fosfat,NA
11670,FERTIJOS 1kg,fertijos1kg,0.5454545455,Fertiphos,fertiphos,Pak Tani,Fosfat,NA
11955,sprider,sprider,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
12044,SP36 50kg,sp3650kg,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
12122,za laying,zalaying,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
12642,New Jaliteng,newjaliteng,0.5454545455,Nitralite,nitralite,PIHC,Nitrogen,NA
12928,SP - 26  @25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
12964,Sp26 25vkg,sp2625vkg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
13113,apontan1L,apontan1l,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
13243,SP36 Curah,sp36curah,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
13246,SP36 @50kg,sp3650kg,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
13271,sp 26 25 kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
13633,UREA PKT 50KG,ureapkt50kg,0.5454545455,Urea Petro,ureapetro,PIHC,Urea,NA
13776,KCL Santani,kclsantani,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
13897,Family Tani,familytani,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
14111,ZaLaoying,zalaoying,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
14844,Rapia kuat,rapiakuat,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
15414,Dap bintang,dapbintang,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
15415,Maerot kecil,maerotkecil,0.5454545455,MerokeZA,merokeza,Mutiara,ZA,NA
15598,kno3 p.tani,kno3ptani,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
15899,Sp26@25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
16131,lantrek,lantrek,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
16394,blabar tali,blabartali,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
16612,dap bintang,dapbintang,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
17017,kristalon daun 400,kristalondaun400,0.5454545455,NEO KRISTALON 12-12-36,neokristalon121236,Pak Tani,Majemuk,12-12-36
17134,sp 26 eceran,sp26eceran,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
17247,SP 36 @1 KG,sp361kg,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
17591,spontan k,spontank,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
17592,spontan b,spontanb,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
17668,Urea NS @50 kg,ureans50kg,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
17758,EM4 Tani,em4tani,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
18697,SP 26@50kg,sp2650kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
18719,Sp 26 @25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
18839,SP36 @50,sp3650,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
18855,UREA PKT @50Kg,ureapkt50kg,0.5454545455,Urea Petro,ureapetro,PIHC,Urea,NA
18860,UREA PKT @50 Kg,ureapkt50kg,0.5454545455,Urea Petro,ureapetro,PIHC,Urea,NA
19094,Top aduan,topaduan,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
19174,SP 36 50 KG,sp3650kg,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
19187,amistartop k,amistartopk,0.5454545455,Mesti-Rock,mestirock,LaoYing,Fosfat,NA
19290,HI.GROW 1LITE,higrow1lite,0.5454545455,Nitralite,nitralite,PIHC,Nitrogen,NA
19528,sidatan b,sidatanb,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
19529,sidatan k,sidatank,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
19541,cabai manik,cabaimanik,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
19597,Sp26 @25,sp2625,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
19774,raramoan,raramoan,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
19809,sp-26 @25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
19945,Konco Tani,koncotani,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
20041,SP-26 25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
20053,Sp26 25 kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
20099,SP26 @25 KG,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
20100,SP26 @50 KG,sp2650kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
20535,Urea ND @50 kg,ureand50kg,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
20552,sp26 25  kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
20597,urea NS @ 50 kg,ureans50kg,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
20618,Maerot besar,maerotbesar,0.5454545455,MerokeZA,merokeza,Mutiara,ZA,NA
20640,FERTIFOS 1kg,fertifos1kg,0.5454545455,Fertiphos,fertiphos,Pak Tani,Fosfat,NA
20727,sp 26 25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
20848,sp26 25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
20917,5 kg urea pril daun dan buah,5kgureaprildaundanbuah,0.5454545455,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
20948,urea ns @50kg,ureans50kg,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
21014,ZA Laozing,zalaozing,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
21154,sp26@25 kgi,sp2625kgi,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
21191,urea pril 5kg,ureapril5kg,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
21204,urea pril@5kg,ureapril5kg,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
21211,sp 26@25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
21616,sp 26 eceran,sp26eceran,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
21686,urea pril 5 kg,ureapril5kg,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
21886,urea pril 5 kh,ureapril5kh,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
22058,urea pril @5kg,ureapril5kg,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
22454,SP 26 50 Kg,sp2650kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
22555,Yaramila 15920 @50kg,yaramila1592050kg,0.5454545455,YaraMila UNIK 16-16-16,yaramilaunik161616,Yara,Majemuk,16-16-16
22789,Ares@ liter,aresliter,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
22913,Are @ 1 liter,are1liter,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
22989,urea ns@ 50 kg,ureans50kg,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
23119,stik tank,stiktank,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
23311,ELLYATANI,ellyatani,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
23414,GRAN TAMA,grantama,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
23469,UREA NON SUB,ureanonsub,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
23581,Winsa 1liter,winsa1liter,0.5454545455,Nitralite,nitralite,PIHC,Nitrogen,NA
23809,sp 26@25,sp2625,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
23816,SP36 50 Kg,sp3650kg,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
24333,urea daun buah kaltim 10 kg,ureadaunbuahkaltim10kg,0.5454545455,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
24626,RAMAtonik,ramatonik,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
24692,Pakan Babi,pakanbabi,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
24741,Sp 26 @ 25 kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
24865,pantene,pantene,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
25757,Dinur 1liter,dinur1liter,0.5454545455,Nitralite,nitralite,PIHC,Nitrogen,NA
25778,CASAN TANGKI,casantangki,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
25784,Urea Prill Ns,ureaprillns,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
25867,SP -26 25kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
26447,speedExtra,speedextra,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
26530,TB Anakan,tbanakan,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
26716,UREA DAUN BUAH GRANUL 50 Kg,ureadaunbuahgranul50kg,0.5454545455,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
26846,Urea Pril @ 5 kg,ureapril5kg,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
27230,"SP-36, @50 kg",sp3650kg,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
27317,Sabuk Tenki,sabuktenki,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
27757,SP -36 @50Kg,sp3650kg,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
27772,SP-26 @25 kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
27779,SP -26 @25Kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
27799,Sp-26 (25 kg),sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
27826,SP - 26@25Kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
27859,SP - 26 @25Kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
27881,SP - 36 @50Kg,sp3650kg,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
27934,ZA Tawon eceran 1 Kg,zatawoneceran1kg,0.5454545455,CAP TAWON 12-12-17-2Mg,captawon1212172mg,Tawon,Majemuk,12-12-17
28085,A Test Produk,atestproduk,0.5454545455,Mesti-Rock,mestirock,LaoYing,Fosfat,NA
28495,urea daun buah granul 50kg,ureadaunbuahgranul50kg,0.5454545455,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA
28528,sepekpatr,sepekpatr,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
28642,Urea NS Prill,ureansprill,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
28776,CATALAN,catalan,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
28852,WHISKAS TUNA,whiskastuna,0.5454545455,HSP Astiva,hspastiva,Tawon,Fosfat,NA
28921,Vista 1liter,vista1liter,0.5454545455,Nitralite,nitralite,PIHC,Nitrogen,NA
29382,Sp26 25@kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
29392,Canal Taso,canaltaso,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
29601,NPK Pelangi 20 10 10 @50kilo,npkpelangi20101050kilo,0.5454545455,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18
29615,Matahari,matahari,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
29713,Urea Prill @50,ureaprill50,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
29842,ZA  Cap Daun,zacapdaun,0.5454545455,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA
29937,UREA NONSUB,ureanonsub,0.5454545455,Urea Nitrea,ureanitrea,PIHC,Urea,NA
30293,SP-26 25 kg,sp2625kg,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
30328,CMP Vitafaster @30 gr,cmpvitafaster30gr,0.5454545455,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7
30371,Urea Pril 1kg,ureapril1kg,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
30788,super trobos,supertrobos,0.5454545455,Petro-CAS,petrocas,PIHC,Mikro,NA
31006,SP 26 @25,sp2625,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
31410,Urea NS prill,ureansprill,0.5454545455,Urea PIM,ureapim,PIHC,Urea,NA
31433,SP-36 @5kg,sp365kg,0.5454545455,SP-36 Petro,sp36petro,PIHC,Fosfat,NA
31583,SP-26 @25,sp2625,0.5454545455,SP-26 Petro,sp26petro,PIHC,Fosfat,NA
