product_id	product_name	product_clean_name	result_sku	result_brand	result_type	result_formula	method_label	fuzzy_ratio	is_match_naive_regex	lev_dist_int	lev_dist_ratio
7698	gramoxson 250	gramoxson 250	Others				Others	36.0	False	10	
7699	gramoxson 500ml	gramoxson 500 ml	Others				Others	36.0	False	12	
7700	gibro saset	gibro saset	Phosgro	pak tani	fosfat		fuzzy	41.0	False	7	
7701	gandasil D 500gram	gandasil d 500 gram	YaraMila FASTER 25-7-7	yara	majemuk	 25-7-7	fuzzy	41.0	False	14	
7702	gandasil B 100gram	gandasil b 100 gram	Pelangi Agro 20-10-10	pihc	majemuk	 20-10-10	fuzzy	42.0	False	14	
7703	gandasi B 500gram	gandasi b 500 gram	Urea Daun Buah	pihc	urea		fuzzy	43.0	False	13	
7704	gretta 500ml	gretta 500 ml	Others				Others	38.0	False	8	
7705	gretta 1lit	gretta 1 lit	Mestac	laoying	nitrogen		fuzzy	40.0	False	7	
7706	glower npk	glower npk	Others				Others	24.0	False	7	
7707	galil 250ml	galil 250 ml	Others				Others	34.0	False	10	
7708	giok pare	giok pare	Urecote	pak tani	urea		fuzzy	40.0	False	6	
7709	gramd k 1kg	gramd k 1 kg	Others				Others	39.0	False	9	
7710	galaxsi 100ml	galaxsi 100 ml	Others				Others	38.0	False	10	
7711	hamasid 500ml	hamasid 500 ml	Others				Others	38.0	False	10	
7712	hoper 500ml	hoper 500 ml	Others				Others	38.0	False	9	
7713	hitafi f1	hitafi f 1	Brucite	basf	mg		fuzzy	40.0	False	7	
7714	hendel biasa	hendel biasa	Phosgreen	pihc	fosfat		fuzzy	42.0	False	8	
7715	pare hokian f1	pare hokian f 1	RP Peru	mahkota	fosfat		fuzzy	43.0	False	11	
7716	imar 100gram	imar 100 gram	Pelangi Agro 20-10-10	pihc	majemuk	 20-10-10	fuzzy	43.0	False	9	
7717	indobas 400ml	indobas 400 ml	Brucite	basf	mg		fuzzy	41.0	False	11	
7718	jordan 	jordan 	Others				Others	36.0	False	4	
7719	joker 100	joker 100	Others				Others	36.0	False	7	
7720	joker 400	joker 400	Others				Others	36.0	False	7	
7721	kuraterbang 	kuraterbang 	Borate Evermax	laoying	mikro		fuzzy	45.0	False	7	
7722	kovin 15	kovin 15	Others				Others	33.0	False	7	
7723	konvin 100g	konvin 100 g	Others				Others	35.0	False	10	
7724	kepretin 500ml	kepretin 500 ml	Kapur Pertanian Kebomas	pihc	mikro		fuzzy	41.0	False	10	
7725	kepretin 1 lit	kepretin 1 lit	Kapur Pertanian Kebomas	pihc	mikro		fuzzy	42.0	False	8	
7726	kanton tavi saset	kanton tavi saset	Fertiphos	pak tani	fosfat		fuzzy	48.0	False	11	
7727	kujang timun	kujang timun	NPK Kujang 30-6-8	pihc	majemuk	 30-6-8	fuzzy	48.0	False	8	
7728	kempo 1lit	kempo 1 lit	MerokeMOP	mutiara	kalium		fuzzy	46.0	False	7	
7729	ketave 1liter	ketave 1 liter	Mestac	laoying	nitrogen		fuzzy	43.0	False	9	
7730	kinggip	kinggip	Others				Others	34.0	False	5	
7731	kcl cair 500ml	kcl cair 500 ml	Others				Others	35.0	False	12	
7732	kcl cair 1 liter	kcl cair 1 liter	Others				Others	38.0	False	11	
7733	kcl kanada	kcl kanada	Others				Others	38.0	False	7	
7734	kno merah 	kno merah 	Others				Others	38.0	False	7	
7735	king kcl	king kcl	Others				Others	22.0	False	7	
7736	klenset 400ml	klenset 400 ml	Others				Others	39.0	False	10	
7737	koprokat 250ml	koprokat 250 ml	NITROPHOSKA 13-10-20	basf	majemuk	 13-10-20	fuzzy	42.0	False	11	
7738	kcl lowing 50	kcl lowing 50	Others				Others	24.0	False	10	
7739	kcl lowing grandul 25	kcl lowing grandul 25	Others				Others	28.0	False	16	
7740	kristalon ijo	kristalon ijo	Others				Others	30.0	False	9	
7741	remazol 250	remazol 250	Others				Others	38.0	False	8	
7742	nativo 12.5	nativo 125	Others				Others	36.0	False	8	
7743	nativo besar	nativo besar	HSP Astiva	tawon	fosfat		fuzzy	46.0	False	8	
7744	topsin 500	topsin 500	Others				Others	39.0	False	8	
7745	lanat 25wp 100	lanat 25 wp 100	Others				Others	37.0	False	11	
7746	cypermex 500	cypermex 500	Others				Others	29.0	False	9	
7747	lanate biru 40wp 100grm	lanate biru 40 wp 100 grm	Others				Others	38.0	False	18	
7748	larvin 15gr	larvin 15 gr	YaraVera	yara	urea		fuzzy	40.0	False	9	
7749	lely 250ml	lely 250 ml	Others				Others	35.0	False	9	
7750	lely 1 lit	lely 1 lit	Others				Others	36.0	False	7	
7751	laguna	laguna	Others				Others	31.0	False	5	
7752	Nitroku 161616 	nitroku 161616 	Nitroku 16-16-16	pihc	majemuk	 16-16-16	levenshtein	68.0	False	3	1.0
7753	pestisida	pestisida	Mesti-GAS	laoying	za		fuzzy	47.0	False	4	
7754	npk yara unik	npk yara unik	YaraVera	yara	urea		fuzzy	45.0	False	9	
7755	marsal susu 500	marsal susu 500	Others				Others	35.0	False	10	
7756	marsal bbuk	marsal bbuk	Others				Others	34.0	False	8	
7757	mipcinta 400gr	mipcinta 400 gr	Brucite	basf	mg		fuzzy	40.0	False	11	
7758	mestila	mestila	Mestical	laoying	nitrogen		levenshtein	52.0	False	2	0.875
7759	mospilan 100mil	mospilan 100 mil	MestiKisrit	laoying	mg		fuzzy	42.0	False	11	
7760	mospilan 500ml	mospilan 500 ml	MestiKisrit	laoying	mg		fuzzy	43.0	False	10	
7761	metindo 400	metindo 400	Others				Others	39.0	False	7	
7762	magnesiu sulfat	magnesiu sulfat	Magnesium Sulfate	pak tani	mg		levenshtein	68.0	False	2	0.8823529412
7763	milano 100	milano 100	Mesti-ZA	laoying	za		fuzzy	40.0	False	8	
7764	maxsima	maxsima	Others				Others	36.0	False	5	
7765	mikrosil 	mikrosil 	MestiKisrit	laoying	mg		fuzzy	45.0	False	6	
7766	magicreen 	magicreen 	Mestac	laoying	nitrogen		fuzzy	42.0	False	6	
7767	mustang f1	mustang f 1	Mesti-ZA	laoying	za		fuzzy	45.0	False	7	
7768	mahafir 250ml	mahafir 250 ml	Mahkota Kieserite	mahkota	mg		fuzzy	43.0	False	10	
7769	mahafir 500	mahafir 500	Borat	mahkota	mikro		fuzzy	40.0	False	7	
7770	mahafir 1lit	mahafir 1 lit	Mahkota ZA	mahkota	za		fuzzy	41.0	False	9	
7771	metin 100	metin 100	Mesti-ZA	laoying	za		fuzzy	41.0	False	5	
7772	metin 250	metin 250	Mesti-ZA	laoying	za		fuzzy	41.0	False	5	
7773	multika 500ml	multika 500 ml	Mestikali	laoying	kalium		fuzzy	42.0	False	9	
7774	multuka 1 liter	multuka 1 liter	Mestac	laoying	nitrogen		fuzzy	42.0	False	9	
7775	mathe 400	mathe 400	Others				Others	33.0	False	7	
7776	mahar kangkung	mahar kangkung	Mahkota Kieserite	mahkota	mg		fuzzy	43.0	False	10	
7777	npk mutiara meroke	npk mutiara meroke	MerokeZA	mutiara	za		fuzzy	54.0	False	11	
7778	npk cendana	npk cendana	Others				Others	35.0	False	8	
7779	npk kuda	npk kuda	Others				Others	37.0	False	6	
7780	naga 1 liter	naga 1 liter	Nitralite	pihc	nitrogen		fuzzy	40.0	False	7	
7781	neoban 1liter	neoban 1 liter	Petro-CAS	pihc	mikro		fuzzy	40.0	False	8	
7782	neoban 500	neoban 500	Others				Others	32.0	False	8	
7783	oplosan 500	oplosan 500	Nitroplus (ZA)	tawon	za		fuzzy	44.0	False	8	
7784	on op tangki	on op tangki	Urecote	pak tani	urea		fuzzy	48.0	False	7	
7785	pexsalon 100	pexsalon 100	Mesti-ZA	laoying	za		fuzzy	44.0	False	8	
7786	promin 250ml	promin 250 ml	Others				Others	38.0	False	10	
7787	promin 500ml	promin 500 ml	Others				Others	37.0	False	10	
7788	proclaim	proclaim	Petro-CAS	pihc	mikro		fuzzy	48.0	False	5	
7789	pyirinex 500ml	pyirinex 500 ml	Brucite	basf	mg		fuzzy	40.0	False	11	
7790	parade saset	parade saset	YaraVera	yara	urea		fuzzy	47.0	False	7	
7791	parade kaleng 	parade kaleng 	YaraVera	yara	urea		fuzzy	44.0	False	9	
7792	powergrow 	powergrow 	Others				Others	38.0	False	6	
7793	pemulus	pemulus	Others				Others	32.0	False	6	
7794	padikuning	padikuning	Others				Others	36.0	False	8	
7795	polycom	polycom	Others				Others	29.0	False	5	
7796	plethora 250	plethora 250	Others				Others	38.0	False	7	
7797	preza 60	preza 60	Others				Others	37.0	True	5	
7798	plastik selang 3 inc	plastik selang 3 inc	Mestikali	laoying	kalium		fuzzy	50.0	False	13	
7799	plastik selang 4inc	plastik selang 4 inc	Mestikali	laoying	kalium		fuzzy	50.0	False	13	
7800	pare bintang asia	pare bintang asia	Vrea	tawon	urea		fuzzy	50.0	False	12	
7801	pelo 02	pelo 02	Others				Others	35.0	False	6	
7802	primadin gold	primadin gold	Others				Others	16.0	False	10	
7803	primaxson 500ml	primaxson 500 ml	Others				Others	39.0	False	12	
7804	primaxson 1 liter	primaxson 1 liter	Petro-CAS	pihc	mikro		fuzzy	42.0	False	12	
7805	primastar 1 liter	primastar 1 liter	Others				Others	45.0	True	10	
7806	promuda	promuda	Others				Others	38.0	False	5	
7807	pare hokian 	pare hokian 	Vrea	tawon	urea		fuzzy	44.0	False	8	
7808	prima up liter	prima up liter	Petro-CAS	pihc	mikro		fuzzy	46.0	False	9	
7809	promextin 500ml	promextin 500 ml	Others				Others	39.0	False	10	
7810	regent cair 250ml	regent cair 250 ml	Petro-CAS	pihc	mikro		fuzzy	41.0	False	13	
7811	regent cair 500	regent cair 500	Urea Petro	pihc	urea		fuzzy	40.0	False	11	
7812	round up 100ml	round up 100 ml	Others				Others	39.0	False	12	
7813	round up 1lit	round up 1 lit	Others				Others	38.0	False	10	
7814	roun up 20	roun up 20	Urea Daun Buah	pihc	urea		fuzzy	41.0	False	7	
7815	Centamec 500ml	centamec 500 ml	ENTEC 13-10-20	basf	majemuk	 13-10-20	fuzzy	48.0	False	9	
7816	primaxone 500ml	primaxone 500 ml	Others				Others	39.0	False	12	
7817	rahwana 500ml	rahwana 500 ml	Others				Others	37.0	False	10	
7818	ronsa 500	ronsa 500	Others				Others	33.0	False	7	
7819	Mutual	mutual	Others				Others	33.0	False	4	
7820	rajatrin 400ml	rajatrin 400 ml	Others				Others	37.0	False	11	
7821	rosalsol 500gram	rosalsol 500 gram	MerokeSOP KALI 0-0-52+18S	mutiara	kalium		fuzzy	41.0	False	12	
7822	ralang 1lit	ralang 1 lit	Mestac	laoying	nitrogen		fuzzy	46.0	False	9	
7823	remix 100ml	remix 100 ml	Others				Others	37.0	False	9	
7824	redin	redin	Others				Others	30.0	False	4	
7825	spintanc1 liter	spintanc 1 liter	Mestac	laoying	nitrogen		fuzzy	46.0	False	10	
7826	starban 1lit	starban 1 lit	Others				Others	44.0	True	9	
7827	sidador 400ml	sidador 400 ml	Others				Others	33.0	False	11	
7828	sidacin 100gr	sidacin 100 gr	Others				Others	39.0	False	11	
7829	sidacin 500gr	sidacin 500 gr	Others				Others	39.0	False	11	
7830	shelestol 500ml	shelestol 500 ml	Others				Others	38.0	False	11	
7831	sabana f1	sabana f 1	Others				Others	38.0	False	8	
7832	sinergi 250ml	sinergi 250 ml	Others				Others	39.0	False	10	
7833	super killer 500ml	super killer 500 ml	Others				Others	34.0	False	13	
7834	super killer 1lit	super killer 1 lit	Others				Others	34.0	False	12	
7835	sando up	sando up	Others				Others	35.0	False	7	
7836	starlle 400ml	starlle 400 ml	Others				Others	37.0	True	11	
7837	starlle 1lit	starlle 1 lit	Others				Others	44.0	True	9	
7838	seltima 500ml	seltima 500 ml	Others				Others	38.0	False	9	
7839	sawi kaleng	sawi kaleng	Mesti-ZA	laoying	za		fuzzy	45.0	False	8	
7840	sawi saset	sawi saset	KSP	tawon	fosfat		fuzzy	54.0	False	7	
7841	sapulalang 1lit	sapulalang 1 lit	Mestikali	laoying	kalium		fuzzy	50.0	False	12	
7842	sagribeat 100gr	sagribeat 100 gr	YaraVera	yara	urea		fuzzy	41.0	False	12	
7843	supracide 100gr	supracide 100 gr	Brucite	basf	mg		fuzzy	45.0	False	12	
7844	sidamin 400ml	sidamin 400 ml	Others				Others	39.0	False	11	
7845	selang biasa tangki	selang biasa tangki	Fertikali	pak tani	kalium		fuzzy	45.0	False	11	
7846	selang casan tangki	selang casan tangki	ZA Pak Tani	pak tani	za		fuzzy	48.0	False	11	
7847	sabuk casan	sabuk casan	Phosgro	pak tani	fosfat		fuzzy	41.0	False	8	
7848	kran plastik	kran plastik	ZA Pak Tani	pak tani	za		fuzzy	46.0	False	7	
7849	stik casan	stik casan	Mesti-GAS	laoying	za		fuzzy	52.0	False	6	
7850	stik kuningan	stik kuningan	Mestikali	laoying	kalium		fuzzy	49.0	False	9	
7851	saringan atas	saringan atas	HSP Astiva	tawon	fosfat		fuzzy	44.0	False	9	
7852	timun mode 20gr	timun mode 20 gr	Others				Others	35.0	False	12	
7853	VIRTACO	virtaco	Vrea	tawon	urea		fuzzy	45.0	False	4	
7854	tupormin 400	tupormin 400	Others				Others	33.0	False	9	
7855	ti gold	ti gold	Others				Others	19.0	False	6	
7856	trebon 100ml	trebon 100 ml	ENTEC 13-10-20	basf	majemuk	 13-10-20	fuzzy	40.0	False	9	
7857	trebon 250ml	trebon 250 ml	Others				Others	37.0	False	9	
7858	temik 	temik 	Others				Others	33.0	False	5	
7859	trubus 1liter	trubus 1 liter	Nitroplus (ZA)	tawon	za		fuzzy	40.0	False	9	
7860	tenchu 100	tenchu 100	Others				Others	38.0	False	8	
7861	tandem 250ml	tandem 250 ml	Others				Others	36.0	False	10	
7862	tugard 250ml	tugard 250 ml	Others				Others	35.0	False	10	
7863	trigon 100ml	trigon 100 ml	Solution N 28-10-10 + TE	pihc	majemuk	 28-10-10	fuzzy	41.0	False	10	
7864	trigon 200ml	trigon 200 ml	Petro Niphos 20-20+13S	pihc	majemuk	 20-20-0	fuzzy	41.0	False	10	
7865	trizin 100gr	trizin 100 gr	MestiKisrit	laoying	mg		fuzzy	40.0	False	10	
7866	tabar 500	tabar 500	Others				Others	33.0	False	7	
7867	trebaz 100	trebaz 100	Brucite	basf	mg		fuzzy	40.0	False	6	
7868	tioxam100	tioxam 100	Others				Others	33.0	False	8	
7869	tioxa 250gr	tioxa 250 gr	Others				Others	36.0	False	10	
7870	taurus 500ml	taurus 500 ml	Others				Others	36.0	False	9	
7871	tornado	tornado	Others				Others	36.0	False	4	
7872	tangki bazzai	tangki bazzai	ZA Pak Tani	pak tani	za		fuzzy	44.0	False	8	
7873	tali burung	tali burung	Mestac	laoying	nitrogen		fuzzy	41.0	False	8	
7874	yara nitrabor 25	yara nitrabor 25	YaraVera	yara	urea		fuzzy	47.0	False	10	
7875	ultradap 	ultradap 	ULTRADAP 12-60-0	pak tani	majemuk	 12-60-0	fuzzy	43.0	False	6	
7876	ultimex 500ml	ultimex 500 ml	Brucite	basf	mg		fuzzy	41.0	False	10	
7877	urecot 50	urecot 50	Urecote	pak tani	urea		levenshtein	47.0	False	3	0.75
7878	utron	utron	Others				Others	32.0	False	4	
7879	viver 500ml	viver 500 ml	Others				Others	37.0	False	9	
7880	vloret	vloret	Others				Others	38.0	False	3	
7881	win 	win 	Others				Others	32.0	False	4	
7882	winder bbk	winder bbk	Others				Others	38.0	False	8	
7883	winder cair 100ml	winder cair 100 ml	Petro-CAS	pihc	mikro		fuzzy	41.0	False	13	
7884	wecit 500ml	wecit 500 ml	Brucite	basf	mg		fuzzy	44.0	False	9	
7885	wira f1	wira f 1	Others				Others	35.0	False	6	
7886	ziplo 500	ziplo 500	Others				Others	33.0	False	7	
7887	LUGEN 500ML 	lugen 500 ml 	Others				Others	36.0	False	9	
7888	urekot per kilo	urekot per kilo	Urea Petro	pihc	urea		fuzzy	51.0	False	8	
7889	phonska non sub/ kg	phonska non sub  kg	Phonska Plus 15-15-15+9S+0.2Zn	pihc	majemuk	 15-15-15	fuzzy	40.0	False	14	
7890	za loing/kg	za loing  kg	Mesti-ZA	laoying	za		fuzzy	56.0	False	9	
7891	Fenosida	fenosida	Others				Others	36.0	False	5	
7892	ph plus 2kg	ph plus 2 kg	NITROPHOSKA PLUS 12-12-17-2	basf	majemuk	 12-12-17	fuzzy	42.0	False	7	
7893	pelet no.3	pelet no 3	Others				Others	39.0	False	6	
7894	sepuyer L4T	sepuyer l 4 t	Others				Others	38.0	False	10	
7895	NORDOK 56 WP	nordok 56 wp	Others				Others	39.0	False	8	
7896	npk phonska 50kg	npk phonska 50 kg	NPK Kujang 30-6-8	pihc	majemuk	 30-6-8	fuzzy	43.0	False	11	
7897	poenix gold	poenix gold	Others				Others	17.0	False	8	
7898	lem gajah	lem gajah	Others				Others	33.0	False	7	
7899	bibit bisi	bibit bisi	Brucite	basf	mg		fuzzy	48.0	False	8	
7900	tripel cpecial 500ml	tripel cpecial 500 ml	Others				Others	39.0	False	15	
7901	BULET 500ml	bulet 500 ml	Brucite	basf	mg		fuzzy	44.0	False	8	
7902	DAFAT kecil	dafat kecil	Others				Others	35.0	False	8	
7903	minuman kotak	minuman kotak	Borat	mahkota	mikro		fuzzy	44.0	False	9	
7904	spuyer tanggul	spuyer tanggul	Vrea	tawon	urea		fuzzy	41.0	False	10	
7905	darmasan100ml	darmasan 100 ml	Others				Others	39.0	False	11	
7906	benhur 1lit	benhur 1 lit	Others				Others	34.0	False	8	
7907	buprosida 500ml	buprosida 500 ml	Others				Others	39.0	False	11	
7908	spontan 1lit	spontan 1 lit	KSP	tawon	fosfat		fuzzy	48.0	False	9	
7909	kuprokat 250ml	kuprokat 250 ml	NPK Petro Ningrat 12-11-20	pihc	majemuk	 12-11-20	fuzzy	41.0	False	10	
7910	golek 250ml	golek 250 ml	Others				Others	34.0	False	9	
7911	gramoxson 1lit	gramoxson 1 lit	Others				Others	37.0	False	11	
7912	npk tawon 1kg	npk tawon 1 kg	KSP	tawon	fosfat		fuzzy	53.0	False	9	
7913	alika 250ml	alika 250 ml	Others				Others	38.0	False	9	
7914	alika 100ml	alika 100 ml	NITROPHOSKA 13-10-20	basf	majemuk	 13-10-20	fuzzy	40.0	False	9	
7915	papandayan	papandayan	ZA Pak Tani	pak tani	za		fuzzy	42.0	False	7	
7916	BUPROSIDA 400ml	buprosida 400 ml	Others				Others	39.0	False	11	
7917	spontan 1000ml	spontan 1000 ml	Others				Others	39.0	False	11	
7918	Gandasil Buah	gandasil buah	Urea Daun Buah	pihc	urea		fuzzy	43.0	False	7	
7919	ELANG 1000ml	elang 1000 ml	Others				Others	48.0	True	8	0.625
7920	EMACEL 1000ml	emacel 1000 ml	Others				Others	39.0	False	10	
7921	NPK PERMATA	npk permata	NPK Petro Ningrat 12-11-20	pihc	majemuk	 12-11-20	fuzzy	40.0	False	6	
7922	PUPUK ULTRADAP 1kg	pupuk ultradap 1 kg	ULTRADAP 12-60-0	pak tani	majemuk	 12-60-0	fuzzy	46.0	False	12	
7923	obat tikus cair hitam	obat tikus cair hitam	Borat	mahkota	mikro		fuzzy	45.0	False	12	
7924	ASTEMPIRAM 120EC	astempiram 120 ec	YaraTera KRISTA MAP 12-61-0	yara	majemuk	 12-61-0	fuzzy	42.0	False	13	
7925	denke besar	denke besar	MerokeZA	mutiara	za		fuzzy	40.0	False	7	
7926	obat rumput giant up	obat rumput giant up	MerokeZA	mutiara	za		fuzzy	46.0	False	14	
7927	Denke kecil	denke kecil	Others				Others	34.0	False	8	
7928	Gramaxon 1 L	gramaxon 1 l	Vrea	tawon	urea		fuzzy	44.0	False	9	
7929	Gramaxon 0,5	gramaxon 0  5	Vrea	tawon	urea		fuzzy	43.0	False	10	
7930	Gramaxon kecil	gramaxon kecil	Vrea	tawon	urea		fuzzy	48.0	False	10	
7931	Kaya bas	kaya bas	Others				Others	38.0	False	6	
7932	Obat yamuk larvasida	obat yamuk larvasida	MerokeZA	mutiara	za		fuzzy	46.0	False	13	
7933	Phonska plus krentilan	phonska plus krentilan	Phonska Plus 15-15-15+9S+0.2Zn	pihc	majemuk	 15-15-15	levenshtein	47.0	False	13	0.6333333333
7934	Dapat 100gr	dapat 100 gr	Others				Others	39.0	False	9	
7935	XYCORT 400ml	xycort 400 ml	Others				Others	38.0	False	10	
7936	SAGRI-MANZIM 100gr	sagri  manzim 100 gr	Phosgro	pak tani	fosfat		fuzzy	42.0	False	14	
7937	Sagri beat	sagri beat	Phosgreen	pihc	fosfat		fuzzy	45.0	False	7	
7938	KERING 1L	kering 1 l	Others				Others	38.0	False	8	
7939	DUPONT LANNATE 100Gr	dupont lannate 100 gr	Ammonium Sulfate	yara	za		fuzzy	40.0	False	15	
7940	stutman 500mlp	stutman 500 mlp	Others				Others	38.0	False	11	
7941	Prol besar	prol besar	Urea Petro	pihc	urea		fuzzy	40.0	False	5	
7942	Prowl Kecil	prowl kecil	Others				Others	38.0	False	7	
7943	kcl putri	kcl putri	Others				Others	26.0	False	5	
7944	SUPERGIB 20%	supergib 20  	Pelangi 20-10-18	pihc	majemuk	 20-10-18	fuzzy	43.0	False	10	
7945	Jagung prisa 50gr	jagung prisa 50 gr	Urea Pusri	pihc	urea		fuzzy	42.0	False	13	
7946	mutiara daun	mutiara daun	Mutiara 16-16-16	mutiara	majemuk	 16-16-16	levenshtein	58.0	False	8	0.625
7947	pakar	pakar	Others				Others	38.0	False	4	
7948	matarin 250	matarin 250	Pak Tani  9-15-6	pak tani	majemuk	 9-15-6	levenshtein	40.0	False	8	0.625
7949	gol ok	gol ok	Others				Others	32.0	False	5	
7950	detacron 250ml	detacron 250 ml	Vrea	tawon	urea		fuzzy	40.0	False	10	
7951	joker	joker	Others				Others	33.0	False	4	
7952	nesia 1 ltr	nesia 1 ltr	Mestical	laoying	nitrogen		fuzzy	44.0	False	7	
7953	npk grower 50kg	npk grower 50 kg	Mutiara GROWER 15-09-20+TE	mutiara	majemuk	 15-9-20	fuzzy	41.0	False	11	
7954	aripo 80ml	aripo 80 ml	Others				Others	38.0	False	8	
7955	aripo 500ml	aripo 500 ml	Others				Others	38.0	False	9	
7956	gandasil B 500gm	gandasil b 500 gm	Others				Others	39.0	False	13	
7957	contap 500ml	contap 500 ml	Others				Others	36.0	False	10	
7958	kontap	kontap	Others				Others	36.0	False	4	
7959	pexsalon 45ml	pexsalon 45 ml	Mestikali	laoying	kalium		fuzzy	42.0	False	10	
7960	pexsalon saset	pexsalon saset	KSP	tawon	fosfat		fuzzy	53.0	False	8	
7961	carger 	carger 	HXAS	dgw hextar	za		fuzzy	40.0	False	4	
7962	Buldok 100	buldok 100	Others				Others	33.0	False	8	
7963	virtako 10ml	virtako 10 ml	Borat	mahkota	mikro		fuzzy	44.0	False	9	
7964	PUPUK MKP PAK TANI 1KG	pupuk mkp pak tani 1 kg	ZA Pak Tani	pak tani	za		fuzzy	57.0	False	13	
7965	waring 50M	waring 50 m	Others				Others	38.0	False	8	
7966	dbestan	dbestan	Others				Others	37.0	False	3	
7967	vita plek	vita plek	Vrea	tawon	urea		fuzzy	42.0	False	6	
7968	dithane 100gr	dithane 100 gr	Brucite	basf	mg		fuzzy	41.0	False	11	
7969	felibit ikan	felibit ikan	Others				Others	43.0	True	7	
7970	benih padi premium	benih padi premium	Others				Others	33.0	False	13	
7971	mapan	mapan	Others				Others	32.0	False	4	
7972	destan 300ml	destan 300 ml	Others				Others	40.0	True	8	
7973	destan 500 ml	destan 500 ml	Others				Others	40.0	True	8	
7974	roundup 4liter	roundup 4 liter	Ammonium Sulfate	yara	za		fuzzy	41.0	False	10	
7975	amexone 5liter 	amexone 5 liter 	Ammonium Sulfate	yara	za		fuzzy	50.0	False	11	
7976	rajatrin	rajatrin	Others				Others	37.0	False	6	
7977	topban 500	topban 500	Others				Others	39.0	False	8	
7978	NPK PELANGI 12-12-17-2	npk pelangi 12x12x17  2	Pelangi 12-12-17-2	pihc	majemuk	 12-12-17	levenshtein	69.0	False	4	0.8333333333
7979	rondap 1liter	rondap 1 liter	Petro-CAS	pihc	mikro		fuzzy	40.0	False	9	
7980	Azatin	azatin	Others				Others	36.0	False	5	
7981	logawa banyuwangi	logawa banyuwangi	Borate Evermax	laoying	mikro		fuzzy	40.0	False	11	
7982	cakra buana banyuwangi	cakra buana banyuwangi	YaraVera	yara	urea		fuzzy	45.0	False	15	
7983	sampurna	sampurna	Urea PIM	pihc	urea		fuzzy	46.0	False	6	
7984	AUREVA	aureva	Vrea	tawon	urea		fuzzy	48.0	False	3	
7985	Acrobat besar	acrobat besar	Vrea	tawon	urea		fuzzy	43.0	False	8	
7986	Optima50	optima 50	Others				Others	36.0	False	7	
7987	Sp26 25	sp 26 25	Others				Others	38.0	False	6	
7988	Za Petro50	za petro 50	ZA Petro	pihc	za		levenshtein	67.0	False	3	0.7777777778
7989	phonka non sub	phonka non sub	Phosgro	pak tani	fosfat		fuzzy	43.0	False	10	
7990	round up 1lt	round up 1 lt	Others				Others	39.0	False	10	
7991	obat semut	obat semut	Borat	mahkota	mikro		fuzzy	41.0	False	7	
7992	Marsal Kecil	marsal kecil	Others				Others	39.0	False	8	
7993	Marshal Besar	marshal besar	RP Peru	mahkota	fosfat		fuzzy	40.0	False	8	
7994	Noxone 	noxone 	Others				Others	36.0	False	6	
7995	Regent Red	regent red	Vrea	tawon	urea		fuzzy	48.0	False	6	
7996	Centamine /DMA	centamine  dma	Brucite	basf	mg		fuzzy	41.0	False	8	
7997	forza	forza	Others				Others	33.0	False	3	
7998	NPK 16 16 16 Yara mila 	npk 16x16x16 yara mila 	YaraMila UNIK 16-16-16	yara	majemuk	 16-16-16	fuzzy	66.0	False	12	
7999	NPK Unik 16 16 16 YaraMila	npk unik 16x16x16 yaramila	YaraMila UNIK 16-16-16	yara	majemuk	 16-16-16	fuzzy	69.0	False	11	
8000	Npk 15 15 15 + TE Compaction DGW	npk 15x15x15  te compaction dgw	COCKHEAD 15-15-15	dgw hextar	majemuk	 15-15-15	fuzzy	48.0	False	21	
8001	Mutiara Grower 15 09 20 TE Meroke	mutiara grower 15x09x20 te meroke	Mutiara GROWER 15-09-20+TE	mutiara	majemuk	 15-9-20	levenshtein	46.0	False	7	0.7777777778
8002	Nitrea Kujang 5kg	nitrea kujang 5 kg	NPK Kujang 15-15-15 	pihc	majemuk	 15-15-15	fuzzy	47.0	False	11	
8003	Insektisida Pexalon 106SC 100ml Corteva	insektisida pexalon 106 sc 100 ml corteva	NEO KRISTALON 12-12-36	pak tani	majemuk	 12-12-36	fuzzy	43.0	False	28	
8004	Fungisida Heksa 500ml Fmc	fungisida heksa 500 ml fmc	Others				Others	38.0	False	20	
8005	Kepala semprotan scarlet	kepala semprotan scarlet	KSP	tawon	fosfat		fuzzy	50.0	False	17	
8006	Insektisida Prevathon 250ml Fmc	insektisida prevathon 250 ml fmc	Fertikali	pak tani	kalium		fuzzy	42.0	False	23	
8007	Insektisida Prevathon 100ml Fmc	insektisida prevathon 100 ml fmc	MESTI-PATENHIJO 15-10-20+TE	laoying	majemuk	 15-10-20	fuzzy	44.0	False	24	
8008	Insektisida Ammate 50ml Fmc	insektisida ammate 50 ml fmc	Magnesium Sulfate	pak tani	mg		fuzzy	42.0	False	21	
8009	Insektisida Ammate 100ml Fmc	insektisida ammate 100 ml fmc	Magnesium Sulfate	pak tani	mg		fuzzy	41.0	False	22	
8010	Insektisida Besvidor 100gram 	insektisida besvidor 100 gram 	Mutiara SPRINTER 20-10-10	mutiara	majemuk	 20-10-10	fuzzy	42.0	False	22	
8011	Polaris 1ltr	polaris 1 ltr	Petro-CAS	pihc	mikro		fuzzy	41.0	False	9	
8012	furadan 3GR	furadan 3 gr	Urea Daun Buah	pihc	urea		fuzzy	50.0	False	8	
